Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Demic,FearX,8,2,0,21,1,7,0,-13,22,-0.5909090909090909
Goodboy,FearX,21,9,7,15,1,7,1,85,22,3.8636363636363638
Mephi,FearX,10,6,3,20,2,7,0,0,22,0.0
Rin,FearX,20,4,2,17,5,7,2,69,22,3.1363636363636362
Bgman,Fury,18,4,0,15,3,6,0,47,20,2.35
Dark,Fury,8,2,0,18,3,6,0,-10,20,-0.5
I9,Fury,8,5,2,17,3,6,0,-6,20,-0.3
Krit,Fury,12,9,0,15,4,6,0,10,20,0.5
Lycolis,Fury,7,4,2,17,3,6,1,-2,20,-0.1
Alemao,G2,0,0,0,0,0,0,0,0,0,0
Benja,G2,0,0,0,0,0,0,0,0,0,0
Doki,G2,0,0,0,0,0,0,0,0,0,0
Uuno,G2,0,0,0,0,0,0,0,0,0,0
Virtue,G2,0,0,0,0,0,0,0,0,0,0
Hashom,Geekay,24,16,5,23,6,12,0,57,32,1.78125
Srsly,Geekay,25,10,3,20,1,12,1,91,32,2.84375
Nudl,Geekay,19,6,4,22,3,12,0,49,32,1.53125
Trixd,Geekay,15,3,3,25,2,12,0,23,32,0.71875
Xke,Geekay,17,8,2,24,3,12,1,35,32,1.09375
Lagonis,Liquid,21,6,2,28,2,13,1,49,34,1.4411764705882353
Nesk,Liquid,23,10,6,26,2,13,0,61,34,1.7941176470588236
Paluh,Liquid,29,7,2,22,3,13,0,96,34,2.823529411764706
Resetz,Liquid,23,14,4,25,4,13,0,52,34,1.5294117647058822
Volpz,Liquid,18,7,4,27,5,13,0,26,34,0.7647058823529411
Cameraman,LOS,17,5,2,20,2,19,0,58,33,1.7575757575757576
Dash,LOS,30,11,5,22,3,19,1,123,33,3.727272727272727
Dotz,LOS,14,6,2,23,4,19,3,53,33,1.606060606060606
Lobin,LOS,35,13,5,19,4,19,0,145,33,4.393939393939394
Maia,LOS,22,8,1,21,5,19,0,69,33,2.090909090909091
Dias,M80,15,6,3,24,2,18,1,43,36,1.1944444444444444
Gmz,M80,25,12,2,23,6,18,1,80,36,2.2222222222222223
Iconic,M80,26,9,2,21,4,18,1,98,36,2.7222222222222223
Spoit,M80,33,16,6,24,3,18,0,119,36,3.3055555555555554
Yoggah,M80,28,13,4,22,2,18,2,117,36,3.25
Kondz,NiP,18,12,1,21,4,20,3,73,32,2.28125
Muzi,NiP,22,8,3,19,2,20,1,95,32,2.96875
Pino,NiP,35,12,5,21,2,20,1,154,32,4.8125
Psycho,NiP,16,5,2,22,6,20,0,41,32,1.28125
Wizard,NiP,24,11,4,18,3,20,1,105,32,3.28125
Fishlike,Scarz,16,7,3,25,1,14,1,38,33,1.1515151515151516
Pyon,Scarz,22,9,2,22,0,14,1,75,33,2.272727272727273
Rec,Scarz,21,11,2,24,6,14,0,42,33,1.2727272727272727
Taiyou,Scarz,17,7,3,23,3,14,2,53,33,1.606060606060606
Washoy,Scarz,30,13,8,25,5,14,1,104,33,3.1515151515151514
Ambi,Soniqs,19,6,6,11,2,14,0,92,20,4.6
Ctzn,Soniqs,17,5,2,11,0,14,0,79,20,3.95
Geo,Soniqs,12,7,2,9,0,14,3,82,20,4.1
Gryxr,Soniqs,17,11,2,11,1,14,1,79,20,3.95
Rexen,Soniqs,17,8,3,11,1,14,0,76,20,3.8
Ashn,SSG,15,8,1,14,2,14,0,51,20,2.55
Forrest,SSG,25,15,4,14,3,14,4,130,20,6.5
Fultz,SSG,14,8,2,13,4,14,0,47,20,2.35
Hotan,SSG,12,5,1,12,1,14,1,55,20,2.75
J90,SSG,13,9,1,14,1,14,2,58,20,2.9
Always,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Dan,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Joystick,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Pasha,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Sheppard,Virtus Pro,0,0,0,0,0,0,0,0,0,0
Felipox,W7M,28,13,3,21,1,21,2,126,34,3.7058823529411766
Herdz,W7M,24,10,4,25,9,21,0,67,34,1.9705882352941178
Jv92,W7M,26,9,5,21,2,21,0,106,34,3.1176470588235294
Kheyze,W7M,26,16,3,23,3,21,0,87,34,2.5588235294117645
Nade,W7M,23,10,1,23,3,21,2,90,34,2.6470588235294117
Biboo,Wolves,0,0,0,0,0,0,0,0,0,0
Deadshot,Wolves,0,0,0,0,0,0,0,0,0,0
Mowwwgli,Wolves,0,0,0,0,0,0,0,0,0,0
P4,Wolves,0,0,0,0,0,0,0,0,0,0
Shinka,Wolves,0,0,0,0,0,0,0,0,0,0
