Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Asphy,Bleed,18,6,2,22,7,14,3,60,32,1.875
Hoven,Bleed,28,9,10,24,2,14,0,103,32,3.21875
Mentalist,Bleed,19,8,1,21,1,14,0,52,32,1.625
Reeps,Bleed,23,14,2,22,5,14,0,57,32,1.78125
Terdsta,Bleed,18,10,1,22,1,14,0,42,32,1.3125
Brendo,Bliss,28,15,2,15,2,15,0,110,25,4.4
Fishoguy,Bliss,12,8,2,12,3,15,1,52,25,2.08
Odah,Bliss,13,7,4,16,3,15,0,42,25,1.68
Sageon,Bliss,20,9,3,16,2,15,0,75,25,3.0
Wettables,Bliss,18,9,1,18,2,15,0,55,25,2.2
Beaulo,DarkZero,13,7,3,19,2,10,0,23,24,0.9583333333333334
Canadian,DarkZero,9,5,2,17,5,10,3,27,24,1.125
Nafe,DarkZero,16,9,2,17,4,10,1,44,24,1.8333333333333333
Njr,DarkZero,19,9,2,16,0,10,1,70,24,2.9166666666666665
Panba,DarkZero,18,7,0,15,4,10,0,50,24,2.0833333333333335
Coted,Dplus,16,7,4,19,5,10,0,34,25,1.36
Dmaly,Dplus,6,0,0,19,1,10,1,-1,25,-0.04
Soldier,Dplus,13,6,2,17,2,10,0,28,25,1.12
Woogiman,Dplus,21,6,5,20,5,10,1,67,25,2.68
Yass,Dplus,21,7,1,16,0,10,0,72,25,2.88
Jlad,Falcons,18,10,0,13,4,14,1,69,23,3.0
Madskills,Falcons,0,0,0,0,0,14,0,28,23,1.2173913043478262
Okillz,Falcons,0,0,0,0,0,14,0,28,23,1.2173913043478262
P9,Falcons,21,9,1,16,1,14,1,84,23,3.652173913043478
Quibz,Falcons,14,5,4,18,5,14,0,37,23,1.608695652173913
Cyber,FaZe,0,0,0,0,0,15,0,30,26,1.1538461538461537
Handy,FaZe,32,14,3,14,0,15,0,140,26,5.384615384615385
Kds,FaZe,14,5,2,15,0,15,1,62,26,2.3846153846153846
Soulz,FaZe,15,4,2,19,2,15,0,44,26,1.6923076923076923
Vitaking,FaZe,15,9,2,14,0,15,2,74,26,2.8461538461538463
Arukaze,FearX,12,1,1,12,1,14,1,59,19,3.1052631578947367
Demic,FearX,16,6,3,13,0,14,0,69,19,3.6315789473684212
Goodboy,FearX,21,8,4,9,1,14,1,112,19,5.894736842105263
Mephi,FearX,14,6,0,9,0,14,0,65,19,3.4210526315789473
Rin,FearX,19,7,6,12,3,14,0,86,19,4.526315789473684
Bgman,Fury,13,7,0,8,2,14,1,66,18,3.6666666666666665
Dark,Fury,15,9,2,12,2,14,1,66,18,3.6666666666666665
I9,Fury,15,6,2,12,3,14,0,59,18,3.2777777777777777
Krit,Fury,15,9,1,12,2,14,0,56,18,3.111111111111111
Lycolis,Fury,17,8,2,8,2,14,1,89,18,4.944444444444445
Alemao,G2,16,6,3,13,1,14,1,75,24,3.125
Benja,G2,14,6,3,18,2,14,1,48,24,2.0
Doki,G2,23,8,5,16,3,14,1,99,24,4.125
Uuno,G2,14,5,0,14,1,14,1,57,24,2.375
Virtue,G2,17,10,4,14,2,14,0,65,24,2.7083333333333335
Hashom,Geekay,15,3,3,17,3,5,0,31,19,1.631578947368421
Srsly,Geekay,7,4,1,17,2,5,0,-12,19,-0.631578947368421
Nudl,Geekay,11,5,0,15,3,5,0,9,19,0.47368421052631576
Trixd,Geekay,12,7,0,17,1,5,1,18,19,0.9473684210526315
Xke,Geekay,10,2,1,16,5,5,0,2,19,0.10526315789473684
Lagonis,Liquid,9,8,0,11,1,14,2,46,23,2.0
Nesk,Liquid,26,7,5,14,1,14,2,133,23,5.782608695652174
Paluh,Liquid,19,5,0,17,3,14,0,61,23,2.652173913043478
Resetz,Liquid,19,11,3,14,1,14,0,74,23,3.217391304347826
Volpz,Liquid,17,7,6,17,2,14,1,71,23,3.0869565217391304
Cameraman,LOS,17,8,2,13,1,4,1,56,18,3.111111111111111
Dash,LOS,11,4,4,15,1,4,0,20,18,1.1111111111111112
Dotz,LOS,7,3,2,17,2,4,0,-11,18,-0.6111111111111112
Lobin,LOS,5,1,1,15,1,4,0,-13,18,-0.7222222222222222
Maia,LOS,12,6,2,15,2,4,1,25,18,1.3888888888888888
Dias,M80,16,6,1,17,3,9,0,37,23,1.608695652173913
Gmz,M80,11,7,1,19,3,9,0,5,23,0.21739130434782608
Iconic,M80,13,3,3,19,4,9,0,21,23,0.9130434782608695
Spoit,M80,13,5,2,18,3,9,0,22,23,0.9565217391304348
Yoggah,M80,20,6,2,17,2,9,0,61,23,2.652173913043478
Kondz,NiP,0,0,0,0,0,0,0,0,0,0
Muzi,NiP,0,0,0,0,0,0,0,0,0,0
Pino,NiP,0,0,0,0,0,0,0,0,0,0
Psycho,NiP,0,0,0,0,0,0,0,0,0,0
Wizard,NiP,0,0,0,0,0,0,0,0,0,0
Fishlike,Scarz,11,4,3,20,3,9,1,17,23,0.7391304347826086
Pyon,Scarz,12,7,1,16,0,9,2,41,23,1.7826086956521738
Rec,Scarz,29,14,7,18,2,9,0,105,23,4.565217391304348
Taiyou,Scarz,9,5,2,16,1,9,0,12,23,0.5217391304347826
Washoy,Scarz,13,9,3,17,2,9,1,33,23,1.434782608695652
Ambi,Soniqs,0,0,0,0,0,0,0,0,0,0
Ctzn,Soniqs,0,0,0,0,0,0,0,0,0,0
Geo,Soniqs,0,0,0,0,0,0,0,0,0,0
Gryxr,Soniqs,0,0,0,0,0,0,0,0,0,0
Rexen,Soniqs,0,0,0,0,0,0,0,0,0,0
Ashn,SSG,0,0,0,0,0,0,0,0,0,0
Forrest,SSG,0,0,0,0,0,0,0,0,0,0
Fultz,SSG,0,0,0,0,0,0,0,0,0,0
Hotan,SSG,0,0,0,0,0,0,0,0,0,0
J90,SSG,0,0,0,0,0,0,0,0,0,0
Always,Virtus Pro,25,12,2,21,2,18,6,134,32,4.1875
Dan,Virtus Pro,19,5,2,20,6,18,1,66,32,2.0625
Joystick,Virtus Pro,23,13,5,22,5,18,0,72,32,2.25
Pasha,Virtus Pro,20,12,5,26,2,18,1,60,32,1.875
Sheppard,Virtus Pro,24,15,2,17,1,18,2,108,32,3.375
Felipox,W7M,0,0,0,0,0,0,0,0,0,0
Herdz,W7M,0,0,0,0,0,0,0,0,0,0
Jv92,W7M,0,0,0,0,0,0,0,0,0,0
Kheyze,W7M,0,0,0,0,0,0,0,0,0,0
Nade,W7M,0,0,0,0,0,0,0,0,0,0
Biboo,Wolves,13,5,2,17,2,11,0,31,26,1.1923076923076923
Deadshot,Wolves,12,4,1,19,3,11,0,17,26,0.6538461538461539
Mowwwgli,Wolves,17,6,2,23,6,11,0,24,26,0.9230769230769231
P4,Wolves,22,8,3,19,4,11,1,73,26,2.8076923076923075
Shinka,Wolves,15,6,0,20,3,11,0,25,26,0.9615384615384616
